10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10
10,10,10,9,0,7,10,10,10,10,9,0,7,9,0,7,9,6,10,10
10,10,9,6,10,8,0,0,0,0,6,10,8,6,10,8,6,10,10,10
10,10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,8,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,8,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,8,0,7,9,0,7,9,0,7,9,0,7,10,10,10,10
10,10,10,10,10,10,8,6,10,8,6,10,8,6,10,3,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10
10,10,10,10,9,0,0,0,0,0,0,0,0,0,0,6,10,10,10,10
10,10,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,13,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
