10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10
10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10
10,3,10,9,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,10
10,3,10,3,10,10,10,10,10,10,10,10,10,10,10,10,3,10,3,10
10,3,10,3,10,9,0,0,0,0,0,0,0,0,7,10,3,10,3,10
10,3,10,3,10,3,10,10,10,10,10,10,10,10,3,10,3,10,3,10
10,3,10,3,10,3,10,9,0,0,0,0,7,10,3,10,3,10,3,10
10,3,10,3,10,3,10,3,10,10,10,10,3,10,3,10,3,10,3,10
10,3,10,3,10,3,10,3,10,9,2,10,3,10,3,10,3,10,3,10
10,3,10,3,10,3,10,3,10,8,0,0,6,10,3,10,3,10,3,10
10,3,10,3,10,3,10,3,10,10,10,10,10,10,3,10,3,10,3,10
10,3,10,3,10,3,10,8,0,0,0,0,0,0,6,10,3,10,3,10
10,3,10,3,10,3,10,10,10,10,10,10,10,10,10,10,3,10,3,10
10,3,10,3,10,8,0,0,0,0,0,0,0,0,0,0,6,10,3,10
10,3,10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10
10,3,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10
10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
